Postal Code;Place Name;State;State Abbreviation;County;City;Latitude;Longitude
4942;Walterswil BE;Kanton Bern;BE;Amt Trachselwald;Walterswil (BE);47,105400;7,773700
4950;Huttwil;Kanton Bern;BE;Amt Trachselwald;Huttwil;47,110100;7,852600
4952;Eriswil;Kanton Bern;BE;Amt Trachselwald;Eriswil;47,071900;7,873200
4953;Schwarzenbach (Huttwil);Kanton Bern;BE;Amt Trachselwald;Huttwil;47,105000;7,826900
4954;Wyssachen;Kanton Bern;BE;Amt Trachselwald;Wyssachen;47,074300;7,820700
3360;Herzogenbuchsee;Kanton Bern;BE;Amt Wangen;Herzogenbuchsee;47,195100;7,713200
3362;Niederönz;Kanton Bern;BE;Amt Wangen;Niederönz;47,188300;7,684300
3363;Oberönz;Kanton Bern;BE;Amt Wangen;Herzogenbuchsee;47,174500;7,688800
3365;Seeberg;Kanton Bern;BE;Amt Wangen;Seeberg;47,159900;7,665100
3366;Bettenhausen;Kanton Bern;BE;Amt Wangen;Bettenhausen;47,174000;7,709600
3367;Ochlenberg;Kanton Bern;BE;Amt Wangen;Ochlenberg;47,152200;7,740300
3372;Wanzwil;Kanton Bern;BE;Amt Wangen;Heimenhausen;47,198700;7,690800
3373;Röthenbach Herzogenbuchsee;Kanton Bern;BE;Amt Wangen;Heimenhausen;47,205600;7,682700
3374;Wangenried;Kanton Bern;BE;Amt Wangen;Wangenried;47,218100;7,661500
3375;Inkwil;Kanton Bern;BE;Amt Wangen;Inkwil;47,201900;7,662800
3376;Graben;Kanton Bern;BE;Amt Wangen;Graben;47,217800;7,720400
3377;Walliswil b. Wangen;Kanton Bern;BE;Amt Wangen;Walliswil bei Wangen;47,227700;7,686100
3380;Wangen an der Aare;Kanton Bern;BE;Amt Wangen;Wangen an der Aare;47,231600;7,647500
3475;Hermiswil;Kanton Bern;BE;Amt Wangen;Hermiswil;47,155500;7,699000
3476;Oschwand;Kanton Bern;BE;Amt Wangen;Seeberg;47,136900;7,722000
4536;Attiswil;Kanton Bern;BE;Amt Wangen;Attiswil;47,250400;7,608000
4537;Wiedlisbach;Kanton Bern;BE;Amt Wangen;Wiedlisbach;47,247300;7,647500
4538;Oberbipp;Kanton Bern;BE;Amt Wangen;Oberbipp;47,252700;7,673900
4539;Farnern;Kanton Bern;BE;Amt Wangen;Farnern;47,269700;7,607300
4704;Wolfisberg;Kanton Bern;BE;Amt Wangen;Wolfisberg;47,277100;7,657300
4023;Basel;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Münchenstein;47,518600;7,617400
4040;Basel;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Münchenstein;47,518600;7,617400
4042;Basel PF Operations Center;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Münchenstein;47,518600;7,617400
4101;Bruderholz;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Binningen;47,528000;7,580500
4102;Binningen;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Binningen;47,536700;7,567700
4103;Bottmingen;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Bottmingen;47,521100;7,577500
4104;Oberwil;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Oberwil (BL);47,519100;7,545300
4105;Biel-Benken BL;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Biel-Benken;47,498500;7,515900
4106;Therwil;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Therwil;47,496500;7,556500
4107;Ettingen;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Ettingen;47,476100;7,546500
4123;Allschwil;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Allschwil;47,541700;7,534300
4124;Schönenbuch;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Schönenbuch;47,535500;7,506900
4127;Birsfelden;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Birsfelden;47,548100;7,626900
4132;Muttenz;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Muttenz;47,522800;7,647800
4142;Münchenstein;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Münchenstein;47,517400;7,611500
4144;Arlesheim;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Arlesheim;47,496200;7,628100
4147;Aesch;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Aesch (BL);47,469400;7,582800
4148;Pfeffingen;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Pfeffingen;47,456000;7,581000
4153;Reinach;Kanton Basel-Landschaft;BL;Bezirk Arlesheim;Reinach (BL);47,491500;7,586900
2814;Roggenburg;Kanton Basel-Landschaft;BL;Bezirk Laufen;Roggenburg;47,426700;7,355900
4117;Burg;Kanton Basel-Landschaft;BL;Bezirk Laufen;Burg im Leimental;47,452600;7,439400
4202;Duggingen;Kanton Basel-Landschaft;BL;Bezirk Laufen;Duggingen;47,451400;7,610000
4203;Grellingen;Kanton Basel-Landschaft;BL;Bezirk Laufen;Grellingen;47,439200;7,584400
4222;Zwingen;Kanton Basel-Landschaft;BL;Bezirk Laufen;Zwingen;47,435800;7,530200
4223;Blauen;Kanton Basel-Landschaft;BL;Bezirk Laufen;Blauen;47,452400;7,522200
4224;Nenzlingen;Kanton Basel-Landschaft;BL;Bezirk Laufen;Nenzlingen;47,449100;7,561800
4225;Brislach;Kanton Basel-Landschaft;BL;Bezirk Laufen;Brislach;47,428200;7,549300
4242;Laufen;Kanton Basel-Landschaft;BL;Bezirk Laufen;Laufen;47,407300;7,484500
4243;Dittingen;Kanton Basel-Landschaft;BL;Bezirk Laufen;Dittingen;47,442800;7,488100
4244;Röschenz;Kanton Basel-Landschaft;BL;Bezirk Laufen;Röschenz;47,432000;7,461500
4246;Wahlen;Kanton Basel-Landschaft;BL;Bezirk Laufen;Wahlen;47,398700;7,511800
4253;Liesberg;Kanton Basel-Landschaft;BL;Bezirk Laufen;Liesberg;47,399000;7,432200
4254;Liesberg Dorf;Kanton Basel-Landschaft;BL;Bezirk Laufen;Liesberg;47,406400;7,414500
4133;Pratteln;Kanton Basel-Landschaft;BL;Bezirk Liestal;Pratteln;47,517400;7,694100
4302;Augst;Kanton Basel-Landschaft;BL;Bezirk Liestal;Augst;47,531100;7,724600
4304;Giebenach;Kanton Basel-Landschaft;BL;Bezirk Liestal;Giebenach;47,525100;7,745600
4402;Frenkendorf;Kanton Basel-Landschaft;BL;Bezirk Liestal;Frenkendorf;47,502200;7,706300
4410;Liestal;Kanton Basel-Landschaft;BL;Bezirk Liestal;Liestal;47,483000;7,725400
4411;Seltisberg;Kanton Basel-Landschaft;BL;Bezirk Liestal;Seltisberg;47,460800;7,713300
4414;Füllinsdorf;Kanton Basel-Landschaft;BL;Bezirk Liestal;Füllinsdorf;47,509400;7,734300
4415;Lausen;Kanton Basel-Landschaft;BL;Bezirk Liestal;Lausen;47,469300;7,766300
4416;Bubendorf;Kanton Basel-Landschaft;BL;Bezirk Liestal;Bubendorf;47,447100;7,734800
4417;Ziefen;Kanton Basel-Landschaft;BL;Bezirk Liestal;Ziefen;47,427200;7,698800
4419;Lupsingen;Kanton Basel-Landschaft;BL;Bezirk Liestal;Lupsingen;47,448700;7,699400
4422;Arisdorf;Kanton Basel-Landschaft;BL;Bezirk Liestal;Arisdorf;47,507700;7,766500
4423;Hersberg;Kanton Basel-Landschaft;BL;Bezirk Liestal;Hersberg;47,491900;7,781800
4433;Ramlinsburg;Kanton Basel-Landschaft;BL;Bezirk Liestal;Ramlinsburg;47,449500;7,767500
4441;Thürnen;Kanton Basel-Landschaft;BL;Bezirk Sissach;Thürnen;47,451300;7,828800
4442;Diepflingen;Kanton Basel-Landschaft;BL;Bezirk Sissach;Diepflingen;47,445000;7,842200
4443;Wittinsburg;Kanton Basel-Landschaft;BL;Bezirk Sissach;Wittinsburg;47,429200;7,838700
4444;Rümlingen;Kanton Basel-Landschaft;BL;Bezirk Sissach;Rümlingen;47,427700;7,857800
4445;Häfelfingen;Kanton Basel-Landschaft;BL;Bezirk Sissach;Häfelfingen;47,413900;7,868800
4446;Buckten;Kanton Basel-Landschaft;BL;Bezirk Sissach;Buckten;47,412600;7,846400
4447;Känerkinden;Kanton Basel-Landschaft;BL;Bezirk Sissach;Känerkinden;47,411000;7,833100
4448;Läufelfingen;Kanton Basel-Landschaft;BL;Bezirk Sissach;Läufelfingen;47,392000;7,853000
4450;Sissach;Kanton Basel-Landschaft;BL;Bezirk Sissach;Sissach;47,473000;7,805700
4451;Wintersingen;Kanton Basel-Landschaft;BL;Bezirk Sissach;Wintersingen;47,496900;7,826300
4452;Itingen;Kanton Basel-Landschaft;BL;Bezirk Sissach;Itingen;47,463500;7,786700
4453;Nusshof;Kanton Basel-Landschaft;BL;Bezirk Sissach;Nusshof;47,491700;7,800800
4455;Zunzgen;Kanton Basel-Landschaft;BL;Bezirk Sissach;Zunzgen;47,443500;7,793800
4456;Tenniken;Kanton Basel-Landschaft;BL;Bezirk Sissach;Tenniken;47,432900;7,815200
4460;Gelterkinden;Kanton Basel-Landschaft;BL;Bezirk Sissach;Gelterkinden;47,455100;7,860000
4461;Böckten;Kanton Basel-Landschaft;BL;Bezirk Sissach;Böckten;47,468700;7,834400
4462;Rickenbach;Kanton Basel-Landschaft;BL;Bezirk Sissach;Rickenbach (BL);47,486300;7,851500
4463;Buus;Kanton Basel-Landschaft;BL;Bezirk Sissach;Buus;47,506200;7,868100
4464;Maisprach;Kanton Basel-Landschaft;BL;Bezirk Sissach;Maisprach;47,523300;7,847600
4465;Hemmiken;Kanton Basel-Landschaft;BL;Bezirk Sissach;Hemmiken;47,492300;7,898100
4466;Ormalingen;Kanton Basel-Landschaft;BL;Bezirk Sissach;Ormalingen;47,476800;7,877700
4467;Rothenfluh;Kanton Basel-Landschaft;BL;Bezirk Sissach;Rothenfluh;47,468100;7,916300
4469;Anwil;Kanton Basel-Landschaft;BL;Bezirk Sissach;Anwil;47,452500;7,941300
4492;Tecknau;Kanton Basel-Landschaft;BL;Bezirk Sissach;Tecknau;47,443100;7,894500
4493;Wenslingen;Kanton Basel-Landschaft;BL;Bezirk Sissach;Wenslingen;47,445100;7,908400
4494;Oltingen;Kanton Basel-Landschaft;BL;Bezirk Sissach;Oltingen;47,431300;7,938400
4495;Zeglingen;Kanton Basel-Landschaft;BL;Bezirk Sissach;Zeglingen;47,411800;7,909500
4496;Kilchberg;Kanton Basel-Landschaft;BL;Bezirk Sissach;Kilchberg (BL);47,427100;7,897700
4497;Rünenberg;Kanton Basel-Landschaft;BL;Bezirk Sissach;Rünenberg;47,431400;7,880300
4207;Bretzwil;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Bretzwil;47,395300;7,651700
4418;Reigoldswil;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Reigoldswil;47,385500;7,693400
4424;Arboldswil;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Arboldswil;47,416400;7,719200
4425;Titterten;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Titterten;47,401700;7,717300
4426;Lauwil;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Lauwil;47,380700;7,664500
4431;Bennwil;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Bennwil;47,394500;7,782200
4432;Lampenberg;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Lampenberg;47,427500;7,753100
4434;Hölstein;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Hölstein;47,427200;7,774500
4435;Niederdorf;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Niederdorf;47,412400;7,750900
4436;Liedertswil;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Liedertswil;47,388500;7,720300
4437;Waldenburg;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Waldenburg;47,377600;7,738200
4438;Langenbruck;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Langenbruck;47,350100;7,775000
4457;Diegten;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Diegten;47,409300;7,813300
4458;Eptingen;Kanton Basel-Landschaft;BL;Bezirk Waldenburg;Eptingen;47,379500;7,816900
4000;Basel 2 Zustellung;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4001;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,556400;7,588900
4002;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,548800;7,590400
4003;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,559200;7,578800
4004;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4005;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,562300;7,594600
4007;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4008;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4009;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4010;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,552800;7,592900
4011;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4012;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4013;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4015;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4016;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4017;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4018;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4019;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4020;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4024;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4025;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4030;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4031;Basel Universitätsspital;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4032;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4033;Basel Novartis Campus;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4034;Basel 34 Breite;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,557700;7,593600
4035;Basel 35 Bäumlihof;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,557700;7,593600
4039;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4041;Basel UBS;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,557700;7,593600
4051;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,554000;7,594400
4052;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,522500;7,596200
4053;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,538300;7,601000
4054;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,550500;7,568900
4055;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,563700;7,564000
4056;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,569600;7,573400
4057;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,576100;7,599900
4058;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,567700;7,613500
4059;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,531600;7,593400
4065;Basel SBB Cargo AG;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,561700;7,606700
4070;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4075;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4078;Basel Reader's Digest;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,561700;7,606700
4080;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4081;Basel SPI AS1;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4082;Basel SPI AS2;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4083;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4084;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4085;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4086;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4087;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4088;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4089;Basel SPI GLS Retour;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4091;Basel;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4092;Basel SPI AS 22;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4093;Basel SPI AS 23;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4094;Basel SPI AS 24;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4095;Basel SPI AS 25;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4096;Basel SPI AS 26;Kanton Basel-Stadt;BS;Basel-Stadt;Basel;47,566700;7,600000
4125;Riehen;Kanton Basel-Stadt;BS;Basel-Stadt;Riehen;47,580500;7,653000
4126;Bettingen;Kanton Basel-Stadt;BS;Basel-Stadt;Bettingen;47,571400;7,675300
1410;Prévondavaux;Canton de Fribourg;FR;District de la Broye;Prévondavaux;46,731600;6,803300
1468;Cheyres;Canton de Fribourg;FR;District de la Broye;Cheyres;46,808200;6,787100
1470;Lully (FR);Canton de Fribourg;FR;District de la Broye;Lully (FR);46,833800;6,850300
1473;Font;Canton de Fribourg;FR;District de la Broye;Font;46,837500;6,822100
1474;Châbles;Canton de Fribourg;FR;District de la Broye;Châbles;46,820000;6,810700
1475;Forel (FR);Canton de Fribourg;FR;District de la Broye;Vernay;46,875300;6,896700
1482;Cugy (FR);Canton de Fribourg;FR;District de la Broye;Cugy (FR);46,809900;6,894500
1483;Vesin;Canton de Fribourg;FR;District de la Broye;Cugy (FR);46,804200;6,870800
1484;Granges-de-Vesin;Canton de Fribourg;FR;District de la Broye;Les Montets;46,812300;6,842600
1485;Nuvilly;Canton de Fribourg;FR;District de la Broye;Nuvilly;46,781800;6,838800
1486;Vuissens;Canton de Fribourg;FR;District de la Broye;Vuissens;46,731700;6,767600
1489;Murist;Canton de Fribourg;FR;District de la Broye;Murist;46,795000;6,810000
1527;Villeneuve (FR);Canton de Fribourg;FR;District de la Broye;Villeneuve (FR);46,744200;6,866800
1528;Surpierre;Canton de Fribourg;FR;District de la Broye;Surpierre;46,748600;6,855500
1529;Cheiry;Canton de Fribourg;FR;District de la Broye;Cheiry;46,747900;6,833500
1532;Fétigny;Canton de Fribourg;FR;District de la Broye;Fétigny;46,793800;6,913700
1533;Ménières;Canton de Fribourg;FR;District de la Broye;Ménières;46,785500;6,890000
1534;Chapelle (Broye);Canton de Fribourg;FR;District de la Broye;Cheiry;46,767200;6,846900
1541;Sévaz;Canton de Fribourg;FR;District de la Broye;Sévaz;46,839300;6,871200
1542;Rueyres-les-Prés;Canton de Fribourg;FR;District de la Broye;Rueyres-les-Prés;46,860800;6,913500
1544;Gletterens;Canton de Fribourg;FR;District de la Broye;Gletterens;46,900200;6,936600
1563;Dompierre (FR);Canton de Fribourg;FR;District de la Broye;Dompierre (FR);46,857100;6,992300
1564;Domdidier;Canton de Fribourg;FR;District de la Broye;Domdidier;46,868300;7,011100
1565;Vallon;Canton de Fribourg;FR;District de la Broye;Vallon;46,886500;6,954000
1566;Saint-Aubin (FR);Canton de Fribourg;FR;District de la Broye;Saint-Aubin (FR);46,891600;6,978100
1567;Delley;Canton de Fribourg;FR;District de la Broye;Delley-Portalban;46,912800;6,970100
1568;Portalban;Canton de Fribourg;FR;District de la Broye;Delley-Portalban;46,910200;6,953400
1773;Chandon;Canton de Fribourg;FR;District de la Broye;Léchelles;46,841700;7,039800
1774;Montagny-les-Monts;Canton de Fribourg;FR;District de la Broye;Montagny (FR);46,802400;6,993100
1775;Grandsivaz;Canton de Fribourg;FR;District de la Broye;Montagny (FR);46,786100;6,980400
1776;Montagny-la-Ville;Canton de Fribourg;FR;District de la Broye;Montagny (FR);46,819300;7,002700
1553;Châtonnaye;Canton de Fribourg;FR;District de la Glâne;Châtonnaye;46,750000;6,948700
1608;Chapelle (Glâne);Canton de Fribourg;FR;District de la Glâne;Chapelle (Glâne);46,586700;6,837900
1670;Esmonts;Canton de Fribourg;FR;District de la Glâne;Vuarmarens;46,645300;6,847000
1673;Ecublens (FR);Canton de Fribourg;FR;District de la Glâne;Ecublens (FR);46,608100;6,808000
1674;Morlens;Canton de Fribourg;FR;District de la Glâne;Vuarmarens;46,655300;6,838900
1675;Vauderens;Canton de Fribourg;FR;District de la Glâne;Ursy;46,623100;6,851000
1676;Chavannes-les-Forts;Canton de Fribourg;FR;District de la Glâne;Siviriez;46,650800;6,895700
1677;Prez-vers-Siviriez;Canton de Fribourg;FR;District de la Glâne;Siviriez;46,635100;6,874100
1678;Siviriez;Canton de Fribourg;FR;District de la Glâne;Siviriez;46,662200;6,875800
1679;Villaraboud;Canton de Fribourg;FR;District de la Glâne;Siviriez;46,656400;6,913500
1680;Romont (FR);Canton de Fribourg;FR;District de la Glâne;Romont (FR);46,708500;6,925700
1681;Billens;Canton de Fribourg;FR;District de la Glâne;Billens-Hennens;46,690800;6,896900
1684;Mézières (FR);Canton de Fribourg;FR;District de la Glâne;Mézières (FR);46,680400;6,927600
1685;Villariaz;Canton de Fribourg;FR;District de la Glâne;Vuisternens-devant-Romont;46,665000;6,940500
1686;Grangettes;Canton de Fribourg;FR;District de la Glâne;Grangettes;46,670900;6,977700
1687;Vuisternens-devant-Romont;Canton de Fribourg;FR;District de la Glâne;Vuisternens-devant-Romont;46,650900;6,932600
1688;Sommentier;Canton de Fribourg;FR;District de la Glâne;Vuisternens-devant-Romont;46,635800;6,915600
1689;Le Châtelard;Canton de Fribourg;FR;District de la Glâne;Le Châtelard;46,674200;6,998700
1690;Villaz-Saint-Pierre;Canton de Fribourg;FR;District de la Glâne;Villaz-Saint-Pierre;46,720700;6,958000
1691;Villarimboud;Canton de Fribourg;FR;District de la Glâne;La Folliaz;46,742700;6,967100
1692;Massonnens;Canton de Fribourg;FR;District de la Glâne;Massonnens;46,698800;6,977700
1694;Villargiroud;Canton de Fribourg;FR;District de la Glâne;Villorsonnens;46,696600;7,000100
1697;Les Ecasseys;Canton de Fribourg;FR;District de la Glâne;Vuisternens-devant-Romont;46,620800;6,909700
1748;Torny-le-Grand;Canton de Fribourg;FR;District de la Glâne;Torny;46,769500;6,967900
1749;Middes;Canton de Fribourg;FR;District de la Glâne;Torny;46,771800;6,948800
1625;Sâles (Gruyère);Canton de Fribourg;FR;District de la Gruyère;Sâles;46,630000;6,965000
1626;Rueyres-Treyfayes;Canton de Fribourg;FR;District de la Gruyère;Sâles;46,643800;6,954300
1627;Vaulruz;Canton de Fribourg;FR;District de la Gruyère;Vaulruz;46,617500;6,982000
1628;Vuadens;Canton de Fribourg;FR;District de la Gruyère;Vuadens;46,609900;7,002900
1630;Bulle;Canton de Fribourg;FR;District de la Gruyère;Bulle;46,587100;6,998100
1631;Bulle;Canton de Fribourg;FR;District de la Gruyère;Bulle;46,616700;7,066700
1632;Riaz;Canton de Fribourg;FR;District de la Gruyère;Riaz;46,642000;7,041900
1633;Marsens;Canton de Fribourg;FR;District de la Gruyère;Marsens;46,656800;7,038300
1634;La Roche;Canton de Fribourg;FR;District de la Gruyère;La Roche;46,692600;7,155000
1635;La Tour-de-Trême;Canton de Fribourg;FR;District de la Gruyère;Bulle;46,598300;7,025000
1636;Broc;Canton de Fribourg;FR;District de la Gruyère;Broc;46,600000;7,122100
1637;Charmey;Canton de Fribourg;FR;District de la Gruyère;Charmey;46,596500;7,193200
1638;Morlon;Canton de Fribourg;FR;District de la Gruyère;Morlon;46,624900;7,089900
1642;Sorens;Canton de Fribourg;FR;District de la Gruyère;Sorens;46,672900;7,043600
1643;Gumefens;Canton de Fribourg;FR;District de la Gruyère;Pont-en-Ogoz;46,677100;7,075400
1644;Avry-devant-Pont;Canton de Fribourg;FR;District de la Gruyère;Pont-en-Ogoz;46,684000;7,087600
1645;Le Bry;Canton de Fribourg;FR;District de la Gruyère;Pont-en-Ogoz;46,700400;7,085200
1646;Echarlens;Canton de Fribourg;FR;District de la Gruyère;Echarlens;46,647000;7,081400
1647;Corbières;Canton de Fribourg;FR;District de la Gruyère;Corbières;46,658100;7,112900
1648;Hauteville;Canton de Fribourg;FR;District de la Gruyère;Hauteville;46,669900;7,126800
1649;Pont-la-Ville;Canton de Fribourg;FR;District de la Gruyère;Pont-la-Ville;46,701400;7,111100
1651;Villarvolard;Canton de Fribourg;FR;District de la Gruyère;Villarvolard;46,644500;7,121100
1652;Botterens;Canton de Fribourg;FR;District de la Gruyère;Botterens;46,617500;7,114700
1653;Crésuz;Canton de Fribourg;FR;District de la Gruyère;Crésuz;46,621800;7,142100
1654;Cerniat (FR);Canton de Fribourg;FR;District de la Gruyère;Cerniat (FR);46,650800;7,184200
1656;Im Fang;Canton de Fribourg;FR;District de la Gruyère;Jaun;46,590700;7,230100
1661;Le Pâquier (FR) - Montbarry;Canton de Fribourg;FR;District de la Gruyère;Le Pâquier (FR);46,589500;7,048400
1663;Moléson-sur-Gruyères;Canton de Fribourg;FR;District de la Gruyère;Gruyères;46,561600;7,033400
1665;Estavannens;Canton de Fribourg;FR;District de la Gruyère;Bas-Intyamon;46,565000;7,113500
1666;Grandvillard;Canton de Fribourg;FR;District de la Gruyère;Grandvillard;46,523300;7,107700
1667;Enney;Canton de Fribourg;FR;District de la Gruyère;Bas-Intyamon;46,562200;7,069800
1669;Lessoc;Canton de Fribourg;FR;District de la Gruyère;Haut-Intyamon;46,508000;7,079500
1695;Villarsel-le-Gibloux;Canton de Fribourg;FR;District de la Sarine;Le Glèbe;46,712900;7,015600
1696;Vuisternens-en-Ogoz;Canton de Fribourg;FR;District de la Sarine;Vuisternens-en-Ogoz;46,704100;7,057900
1700;Fribourg;Canton de Fribourg;FR;District de la Sarine;Fribourg;46,804300;7,166700
1701;Fribourg;Canton de Fribourg;FR;District de la Sarine;Fribourg;46,800000;7,150000
1702;Fribourg;Canton de Fribourg;FR;District de la Sarine;Fribourg;46,806700;7,161400
1704;Fribourg;Canton de Fribourg;FR;District de la Sarine;Fribourg;46,800000;7,150000
1705;Fribourg;Canton de Fribourg;FR;District de la Sarine;Fribourg;46,800000;7,150000
1707;Fribourg;Canton de Fribourg;FR;District de la Sarine;Fribourg;46,800000;7,150000
1708;Fribourg;Canton de Fribourg;FR;District de la Sarine;Fribourg;46,800000;7,150000
1709;Fribourg;Canton de Fribourg;FR;District de la Sarine;Fribourg;46,800000;7,150000
1720;Chésopelloz;Canton de Fribourg;FR;District de la Sarine;Chésopelloz;46,806000;7,076900
1722;Bourguillon;Canton de Fribourg;FR;District de la Sarine;Fribourg;46,798200;7,174200
1723;Marly;Canton de Fribourg;FR;District de la Sarine;Marly;46,776800;7,147400
1724;Le Mouret;Canton de Fribourg;FR;District de la Sarine;Le Mouret;46,749800;7,181000
1725;Posieux;Canton de Fribourg;FR;District de la Sarine;Hauterive (FR);46,771700;7,110200
